LONGITUDE LATITUDE PRCP
-80.2972 32.9948 7.33
-80.2588 32.98 8.09
-80.2204 32.9651 8.74
-80.1821 32.9502 8.98
-80.1438 32.9354 9.24
-80.1055 32.9205 9.21
-80.0672 32.9055 9.45
-80.029 32.8906 10.5
-79.9907 32.8756 9.73
-79.9526 32.8607 9.23
-79.9144 32.8457 8.93
-79.8762 32.8306 8.85
-79.8381 32.8156 9.12
-79.8 32.8005 9.76
-82.2299 33.7435 1.98
-82.1903 33.7296 1.84
-82.1507 33.7158 1.96
-82.1112 33.7019 1.95
-82.0717 33.688 2.08
-82.0322 33.6741 2.09
-81.9928 33.6602 2.04
-81.9533 33.6462 2.0
-81.9139 33.6323 2.0
-81.8745 33.6183 1.95
-81.8351 33.6043 2.17
-81.7958 33.5902 2.14
-81.7565 33.5762 2.09
-81.7172 33.5621 1.91
-81.6779 33.548 1.94
-81.6386 33.5339 1.92
-81.5994 33.5197 1.73
-81.5602 33.5056 1.82
-81.521 33.4914 2.03
-81.4819 33.4772 2.25
-81.4427 33.463 2.25
-81.4036 33.4487 2.32
-81.3645 33.4345 2.34
-81.3254 33.4202 2.46
-81.2864 33.4059 2.56
-81.2474 33.3916 2.69
-81.2084 33.3772 2.68
-81.1694 33.3628 2.95
-81.1305 33.3485 3.11
-81.0915 33.3341 3.18
-81.0526 33.3196 3.49
-81.0138 33.3052 3.45
-80.9749 33.2907 3.69
-80.9361 33.2762 3.91
-80.8973 33.2617 3.92
-80.8585 33.2472 3.69
-80.8197 33.2327 4.0
-80.781 33.2181 4.12
-80.7423 33.2035 4.42
-80.7036 33.1889 4.44
-80.6649 33.1743 4.83
-80.6262 33.1597 5.06
-80.5876 33.145 5.04
-80.549 33.1303 5.14
-80.5105 33.1156 5.51
-80.4719 33.1009 5.76
-80.4334 33.0862 6.07
-80.3949 33.0714 6.47
-80.3564 33.0566 6.9
-80.3179 33.0418 7.51
-80.2795 33.027 8.37
-80.2411 33.0121 9.42
-80.2027 32.9973 9.78
-80.1644 32.9824 10.2
-80.126 32.9675 10.21
-80.0877 32.9526 10.03
-80.0494 32.9377 9.77
-80.0112 32.9227 9.69
-79.9729 32.9077 8.81
-79.9347 32.8927 8.88
-79.8965 32.8777 9.36
-79.8583 32.8627 9.81
-79.8202 32.8476 10.35
-79.7821 32.8326 11.62
-79.744 32.8175 11.43
-82.2925 33.804 2.26
-82.2529 33.7902 2.1
-82.2132 33.7764 1.99
-82.1736 33.7626 2.09
-82.1341 33.7487 2.07
-82.0945 33.7348 2.09
-82.055 33.7209 1.95
-82.0155 33.707 1.86
-81.976 33.693 1.93
-81.9365 33.6791 1.95
-81.8971 33.6651 1.98
-81.8577 33.6511 2.0
-81.8183 33.637 2.1
-81.7789 33.623 2.2
-81.7396 33.6089 2.2
-81.7002 33.5948 2.07
-81.661 33.5807 2.02
-81.6217 33.5666 2.21
-81.5824 33.5524 2.15
-81.5432 33.5383 2.41
-81.504 33.5241 2.38
-81.4648 33.5098 2.51
-81.4256 33.4956 2.37
-81.3865 33.4814 2.53
-81.3474 33.4671 2.6
-81.3083 33.4528 2.9
-81.2692 33.4385 3.13
-81.2302 33.4241 3.11
-81.1912 33.4098 3.36
-81.1522 33.3954 2.87
-81.1132 33.381 3.32
-81.0743 33.3666 3.32
-81.0353 33.3521 3.41
-80.9964 33.3377 3.9
-80.9576 33.3232 4.01
-80.9187 33.3087 4.26
-80.8799 33.2942 4.2
-80.8411 33.2797 4.13
-80.8023 33.2651 4.6
-80.7635 33.2505 4.95
-80.7248 33.2359 5.42
-80.6861 33.2213 5.48
-80.6474 33.2067 5.23
-80.6087 33.192 5.18
-80.5701 33.1773 5.1
-80.5315 33.1626 5.6
-80.4929 33.1479 5.88
-80.4543 33.1332 6.07
-80.4158 33.1184 6.33
-80.3772 33.1036 6.97
-80.3387 33.0889 7.56
-80.3003 33.074 8.57
-80.2618 33.0592 9.58
-80.2234 33.0443 10.12
-80.185 33.0295 10.15
-80.1466 33.0146 9.74
-80.1082 32.9997 9.34
-80.0699 32.9847 9.21
-80.0316 32.9698 8.93
-79.9933 32.9548 8.94
-79.9551 32.9398 8.98
-79.9168 32.9248 9.51
-79.8786 32.9098 10.39
-79.8404 32.8947 11.38
-79.8022 32.8797 11.7
-79.7641 32.8646 12.14
-79.726 32.8495 11.84
-82.4746 33.9057 2.73
-82.4348 33.892 2.37
-82.395 33.8783 2.32
-82.3553 33.8645 2.37
-82.3156 33.8508 2.35
-82.2759 33.837 2.27
-82.2362 33.8232 2.25
-82.1966 33.8093 2.22
-82.157 33.7955 2.16
-82.1174 33.7816 2.28
-82.0778 33.7677 2.23
-82.0382 33.7538 2.31
-81.9987 33.7398 2.31
-81.9592 33.7259 2.23
-81.9197 33.7119 2.06
-81.8803 33.6979 2.01
-81.8408 33.6839 2.09
-81.8014 33.6698 2.17
-81.762 33.6558 2.25
-81.7227 33.6417 2.48
-81.6833 33.6276 2.48
-81.644 33.6134 2.37
-81.6047 33.5993 2.65
-81.5654 33.5851 2.87
-81.5262 33.5709 2.98
-81.4869 33.5567 2.81
-81.4477 33.5425 3.2
-81.4086 33.5283 3.12
-81.3694 33.514 3.2
-81.3303 33.4997 3.19
-81.2912 33.4854 3.61
-81.2521 33.4711 3.82
-81.213 33.4567 3.71
-81.174 33.4423 3.83
-81.1349 33.4279 3.75
-81.096 33.4135 3.5
-81.057 33.3991 3.7
-81.018 33.3846 4.26
-80.9791 33.3702 4.37
-80.9402 33.3557 4.75
-80.9013 33.3412 4.73
-80.8625 33.3266 4.7
-80.8237 33.3121 4.83
-80.7849 33.2975 5.15
-80.7461 33.2829 5.46
-80.7073 33.2683 5.67
-80.6686 33.2537 5.7
-80.6299 33.239 5.9
-80.5912 33.2244 6.0
-80.5525 33.2097 5.55
-80.5139 33.195 5.73
-80.4753 33.1802 5.96
-80.4367 33.1655 6.39
-80.3981 33.1507 6.96
-80.3596 33.1359 7.41
-80.3211 33.1211 7.92
-80.2826 33.1063 8.66
-80.2441 33.0914 9.02
-80.2056 33.0766 9.28
-80.1672 33.0617 9.06
-80.1288 33.0468 9.08
-80.0904 33.0318 8.98
-80.0521 33.0169 9.72
-80.0138 33.0019 9.93
-79.9754 32.9869 10.45
-79.9372 32.9719 11.12
-79.8989 32.9569 11.56
-79.8607 32.9419 12.32
-79.8225 32.9268 12.61
-79.7843 32.9117 13.58
-79.7461 32.8966 13.33
-79.708 32.8815 13.33
-82.5776 33.9798 3.42
-82.5377 33.9661 3.6
-82.4979 33.9525 3.3
-82.4581 33.9388 2.82
-82.4183 33.925 2.72
-82.3785 33.9113 2.02
-82.3387 33.8975 2.47
-82.299 33.8837 2.68
-82.2593 33.8699 2.64
-82.2196 33.8561 2.51
-82.1799 33.8423 2.32
-82.1403 33.8284 1.96
-82.1006 33.8145 2.15
-82.061 33.8006 2.3
-82.0215 33.7867 2.35
-81.9819 33.7727 2.58
-81.9424 33.7587 2.57
-81.9029 33.7447 2.52
-81.8634 33.7307 2.49
-81.8239 33.7167 2.67
-81.7845 33.7026 2.8
-81.7451 33.6885 2.94
-81.7057 33.6744 3.25
-81.6663 33.6603 3.45
-81.627 33.6462 3.49
-81.5877 33.632 3.6
-81.5484 33.6178 3.67
-81.5091 33.6036 3.45
-81.4699 33.5894 3.5
-81.4306 33.5752 3.95
-81.3914 33.5609 3.88
-81.3523 33.5466 3.89
-81.3131 33.5323 4.02
-81.274 33.518 4.2
-81.2349 33.5037 4.08
-81.1958 33.4893 4.23
-81.1567 33.4749 4.32
-81.1177 33.4605 3.93
-81.0787 33.4461 3.78
-81.0397 33.4316 4.1
-81.0007 33.4172 4.75
-80.9618 33.4027 4.95
-80.9228 33.3882 4.9
-80.8839 33.3736 5.06
-80.8451 33.3591 4.81
-80.8062 33.3445 5.47
-80.7674 33.3299 5.69
-80.7286 33.3153 5.66
-80.6898 33.3007 5.82
-80.6511 33.2861 6.1
-80.6123 33.2714 6.38
-80.5736 33.2567 6.52
-80.5349 33.242 6.55
-80.4963 33.2273 6.68
-80.4577 33.2125 6.43
-80.419 33.1978 6.72
-80.3805 33.183 7.17
-80.3419 33.1682 7.52
-80.3033 33.1534 7.93
-80.2648 33.1385 8.23
-80.2263 33.1236 8.62
-80.1879 33.1088 8.78
-80.1494 33.0939 9.26
-80.111 33.0789 10.68
-80.0726 33.064 10.98
-80.0342 33.049 11.56
-79.9959 33.0341 12.1
-79.9576 33.0191 12.37
-79.9193 33.004 12.47
-79.881 32.989 13.54
-79.8427 32.9739 14.27
-79.8045 32.9589 13.51
-79.7663 32.9438 14.34
-79.7281 32.9287 14.25
-79.69 32.9135 13.95
-79.6518 32.8984 13.17
-82.5612 34.0129 3.45
-82.5213 33.9992 3.62
-82.4814 33.9855 3.53
-82.4415 33.9718 3.41
-82.4017 33.9581 3.25
-82.3619 33.9443 3.04
-82.3221 33.9305 2.26
-82.2824 33.9167 2.2
-82.2426 33.9029 2.18
-82.2029 33.8891 2.13
-82.1632 33.8752 2.18
-82.1235 33.8613 2.24
-82.0839 33.8474 2.48
-82.0443 33.8335 2.67
-82.0047 33.8195 2.78
-81.9651 33.8056 3.1
-81.9256 33.7916 3.03
-81.886 33.7776 3.34
-81.8465 33.7635 3.52
-81.807 33.7495 3.99
-81.7676 33.7354 3.9
-81.7282 33.7213 4.71
-81.6887 33.7072 4.92
-81.6494 33.6931 5.13
-81.61 33.6789 4.63
-81.5707 33.6648 4.18
-81.5313 33.6506 4.19
-81.492 33.6363 4.09
-81.4528 33.6221 4.13
-81.4135 33.6078 4.75
-81.3743 33.5936 4.81
-81.3351 33.5793 4.91
-81.2959 33.565 4.8
-81.2568 33.5506 4.86
-81.2176 33.5363 4.78
-81.1785 33.5219 4.95
-81.1394 33.5075 5.24
-81.1004 33.4931 5.4
-81.0614 33.4786 5.63
-81.0223 33.4642 5.73
-80.9834 33.4497 5.47
-80.9444 33.4352 5.9
-80.9054 33.4207 5.74
-80.8665 33.4061 5.69
-80.8276 33.3916 6.02
-80.7888 33.377 5.89
-80.7499 33.3624 6.17
-80.7111 33.3478 6.46
-80.6723 33.3331 6.6
-80.6335 33.3185 6.53
-80.5948 33.3038 6.66
-80.556 33.2891 7.13
-80.5173 33.2743 7.34
-80.4787 33.2596 8.0
-80.44 33.2448 7.96
-80.4014 33.2301 8.48
-80.3628 33.2153 8.68
-80.3242 33.2005 8.68
-80.2856 33.1856 8.53
-80.2471 33.1708 9.34
-80.2086 33.1559 9.63
-80.1701 33.141 10.17
-80.1316 33.1261 10.69
-80.0932 33.1111 11.69
-80.0548 33.0962 11.7
-80.0164 33.0812 12.51
-79.978 33.0662 13.02
-79.9396 33.0512 12.8
-79.9013 33.0362 13.16
-79.863 33.0211 13.1
-79.8248 33.006 13.4
-79.7865 32.9909 13.93
-79.7483 32.9758 14.21
-79.7101 32.9607 13.9
-79.6719 32.9455 13.7
-79.6337 32.9304 13.21
-79.5956 32.9152 13.06
-82.6246 34.0733 3.63
-82.5846 34.0596 3.83
-82.5447 34.046 3.75
-82.5047 34.0323 3.87
-82.4648 34.0186 3.92
-82.425 34.0048 3.85
-82.3851 33.9911 3.72
-82.3453 33.9773 3.6
-82.3055 33.9635 2.88
-82.2657 33.9497 2.76
-82.2259 33.9359 2.85
-82.1862 33.922 2.91
-82.1465 33.9081 2.9
-82.1068 33.8942 3.17
-82.0671 33.8803 3.13
-82.0275 33.8664 3.2
-81.9879 33.8524 3.27
-81.9483 33.8384 3.73
-81.9087 33.8244 3.61
-81.8692 33.8104 3.89
-81.8296 33.7964 3.89
-81.7901 33.7823 4.12
-81.7506 33.7682 4.73
-81.7112 33.7541 5.39
-81.6718 33.74 5.74
-81.6323 33.7258 5.66
-81.593 33.7117 6.04
-81.5536 33.6975 5.85
-81.5143 33.6833 6.08
-81.4749 33.6691 6.04
-81.4356 33.6548 5.99
-81.3964 33.6405 6.09
-81.3571 33.6262 6.14
-81.3179 33.6119 5.94
-81.2787 33.5976 5.69
-81.2395 33.5832 6.17
-81.2004 33.5689 6.45
-81.1613 33.5545 6.39
-81.1222 33.5401 6.74
-81.0831 33.5256 6.69
-81.044 33.5112 6.42
-81.005 33.4967 6.7
-80.966 33.4822 6.66
-80.927 33.4677 7.38
-80.888 33.4532 6.41
-80.8491 33.4386 6.71
-80.8102 33.424 7.32
-80.7713 33.4094 7.44
-80.7324 33.3948 6.63
-80.6936 33.3802 6.48
-80.6548 33.3655 6.63
-80.616 33.3508 7.7
-80.5772 33.3362 7.84
-80.5384 33.3214 8.18
-80.4997 33.3067 8.3
-80.461 33.2919 8.89
-80.4223 33.2772 8.64
-80.3837 33.2624 8.66
-80.3451 33.2476 8.94
-80.3064 33.2327 10.33
-80.2679 33.2179 10.66
-80.2293 33.203 10.53
-80.1908 33.1881 10.63
-80.1523 33.1732 10.43
-80.1138 33.1583 10.49
-80.0753 33.1433 11.4
-80.0369 33.1283 11.58
-79.9985 33.1134 12.2
-79.9601 33.0983 12.36
-79.9217 33.0833 12.28
-79.8834 33.0683 12.72
-79.8451 33.0532 13.22
-79.8068 33.0381 14.05
-79.7685 33.023 14.72
-79.7302 33.0079 15.34
-79.692 32.9927 15.02
-79.6538 32.9776 14.41
-79.6157 32.9624 13.18
-82.6481 34.12 3.92
-82.6081 34.1064 3.77
-82.5681 34.0927 4.16
-82.5281 34.079 4.09
-82.4882 34.0653 4.07
-82.4483 34.0516 4.59
-82.4084 34.0379 4.76
-82.3685 34.0241 5.35
-82.3287 34.0103 4.83
-82.2888 33.9965 4.85
-82.249 33.9827 4.03
-82.2092 33.9689 3.43
-82.1695 33.955 3.43
-82.1297 33.9411 3.3
-82.09 33.9272 3.27
-82.0503 33.9133 3.52
-82.0107 33.8993 3.72
-81.971 33.8853 4.09
-81.9314 33.8713 4.12
-81.8918 33.8573 4.2
-81.8523 33.8433 4.99
-81.8127 33.8292 5.24
-81.7732 33.8151 5.15
-81.7337 33.801 5.2
-81.6942 33.7869 5.54
-81.6547 33.7728 6.04
-81.6153 33.7586 6.54
-81.5759 33.7444 7.07
-81.5365 33.7302 7.48
-81.4972 33.716 7.3
-81.4578 33.7018 7.72
-81.4185 33.6875 7.51
-81.3792 33.6732 7.44
-81.3399 33.6589 8.04
-81.3007 33.6446 7.47
-81.2615 33.6302 7.4
-81.2223 33.6159 7.84
-81.1831 33.6015 7.96
-81.144 33.5871 8.34
-81.1048 33.5726 7.76
-81.0657 33.5582 7.75
-81.0267 33.5437 8.42
-80.9876 33.5292 8.13
-80.9486 33.5147 7.75
-80.9096 33.5002 7.33
-80.8706 33.4857 7.74
-80.8316 33.4711 7.74
-80.7927 33.4565 8.06
-80.7538 33.4419 8.2
-80.7149 33.4273 7.75
-80.676 33.4126 7.53
-80.6372 33.3979 7.7
-80.5984 33.3832 7.87
-80.5596 33.3685 8.18
-80.5208 33.3538 8.87
-80.4821 33.3391 8.5
-80.4433 33.3243 8.82
-80.4046 33.3095 9.18
-80.366 33.2947 10.44
-80.3273 33.2799 11.86
-80.2887 33.265 12.17
-80.2501 33.2501 11.24
-80.2115 33.2353 10.45
-80.173 33.2204 10.03
-80.1344 33.2054 9.85
-80.0959 33.1905 10.72
-80.0574 33.1755 11.67
-80.019 33.1605 11.97
-79.9805 33.1455 11.94
-79.9421 33.1305 11.7
-79.9037 33.1155 12.2
-79.8654 33.1004 12.93
-79.8271 33.0853 13.95
-79.7887 33.0702 14.72
-79.7504 33.0551 14.98
-79.7122 33.0399 14.84
-79.6739 33.0248 14.45
-79.6357 33.0096 13.79
-79.5975 32.9944 13.37
-82.7118 34.1804 4.22
-82.6717 34.1668 4.3
-82.6316 34.1531 4.3
-82.5916 34.1395 4.32
-82.5516 34.1258 4.44
-82.5116 34.1121 4.15
-82.4716 34.0984 4.36
-82.4317 34.0847 4.56
-82.3918 34.0709 4.67
-82.3519 34.0572 4.49
-82.312 34.0434 4.76
-82.2722 34.0295 4.99
-82.2323 34.0157 4.14
-82.1925 34.0018 4.16
-82.1527 33.988 3.9
-82.113 33.9741 3.91
-82.0732 33.9601 3.96
-82.0335 33.9462 4.08
-81.9938 33.9322 4.0
-81.9542 33.9182 4.05
-81.9145 33.9042 5.12
-81.8749 33.8902 5.77
-81.8353 33.8761 5.85
-81.7958 33.8621 6.18
-81.7562 33.848 6.66
-81.7167 33.8339 6.39
-81.6772 33.8197 6.47
-81.6377 33.8056 6.76
-81.5983 33.7914 7.53
-81.5588 33.7772 7.68
-81.5194 33.763 8.45
-81.48 33.7487 8.56
-81.4407 33.7345 8.82
-81.4013 33.7202 9.09
-81.362 33.7059 9.15
-81.3227 33.6916 9.84
-81.2835 33.6772 9.2
-81.2442 33.6629 8.77
-81.205 33.6485 9.25
-81.1658 33.6341 9.52
-81.1266 33.6197 9.75
-81.0875 33.6052 8.97
-81.0484 33.5908 9.24
-81.0093 33.5763 8.89
-80.9702 33.5618 8.07
-80.9311 33.5473 8.12
-80.8921 33.5327 7.94
-80.8531 33.5182 7.98
-80.8141 33.5036 8.21
-80.7752 33.489 8.17
-80.7362 33.4743 8.23
-80.6973 33.4597 8.09
-80.6584 33.445 8.11
-80.6196 33.4304 8.96
-80.5807 33.4157 9.64
-80.5419 33.4009 9.23
-80.5031 33.3862 8.79
-80.4644 33.3714 8.64
-80.4256 33.3566 9.46
-80.3869 33.3418 10.44
-80.3482 33.327 11.07
-80.3096 33.3122 11.29
-80.2709 33.2973 11.0
-80.2323 33.2824 10.83
-80.1937 33.2675 10.33
-80.1551 33.2526 10.71
-80.1166 33.2377 10.49
-80.078 33.2227 10.73
-80.0395 33.2077 10.7
-80.0011 33.1927 11.14
-79.9626 33.1777 11.97
-79.9242 33.1627 12.23
-79.8858 33.1476 12.71
-79.8474 33.1325 13.67
-79.809 33.1174 14.38
-79.7707 33.1023 15.16
-79.7324 33.0872 15.09
-79.6941 33.072 15.55
-79.6558 33.0568 14.96
-79.6176 33.0417 14.15
-79.5794 33.0264 12.95
-82.7355 34.2272 4.18
-82.6953 34.2136 4.22
-82.6552 34.1999 4.24
-82.6152 34.1863 4.23
-82.5751 34.1726 4.22
-82.5351 34.1589 4.21
-82.495 34.1452 4.36
-82.4551 34.1315 4.54
-82.4151 34.1178 4.32
-82.3751 34.104 4.49
-82.3352 34.0902 4.49
-82.2953 34.0764 4.56
-82.2555 34.0626 4.65
-82.2156 34.0487 4.21
-82.1758 34.0348 4.37
-82.136 34.0209 4.32
-82.0962 34.007 4.56
-82.0564 33.9931 4.85
-82.0167 33.9791 4.95
-81.977 33.9651 5.42
-81.9373 33.9511 5.8
-81.8976 33.9371 6.17
-81.858 33.9231 6.44
-81.8184 33.909 6.92
-81.7788 33.8949 7.05
-81.7392 33.8808 7.49
-81.6997 33.8667 7.9
-81.6601 33.8525 8.01
-81.6206 33.8384 7.95
-81.5812 33.8242 8.05
-81.5417 33.81 8.64
-81.5023 33.7957 9.11
-81.4629 33.7815 9.18
-81.4235 33.7672 8.66
-81.3841 33.7529 8.75
-81.3448 33.7386 8.62
-81.3055 33.7243 9.13
-81.2662 33.7099 8.96
-81.227 33.6955 9.03
-81.1877 33.6811 9.13
-81.1485 33.6667 9.85
-81.1093 33.6523 9.69
-81.0701 33.6378 9.26
-81.031 33.6234 9.35
-80.9919 33.6089 8.78
-80.9528 33.5943 9.21
-80.9137 33.5798 8.56
-80.8746 33.5652 8.97
-80.8356 33.5507 8.63
-80.7966 33.5361 8.58
-80.7576 33.5215 8.94
-80.7187 33.5068 9.22
-80.6798 33.4922 9.17
-80.6408 33.4775 8.95
-80.602 33.4628 9.04
-80.5631 33.4481 9.19
-80.5243 33.4333 9.22
-80.4855 33.4186 8.75
-80.4467 33.4038 8.78
-80.4079 33.389 9.6
-80.3692 33.3742 10.32
-80.3305 33.3593 9.48
-80.2918 33.3445 9.62
-80.2531 33.3296 9.25
-80.2145 33.3147 9.23
-80.1758 33.2998 9.38
-80.1372 33.2848 9.64
-80.0987 33.2699 10.1
-80.0601 33.2549 10.35
-80.0216 33.2399 10.81
-79.9831 33.2249 11.63
-79.9446 33.2099 12.0
-79.9062 33.1948 12.99
-79.8678 33.1797 13.85
-79.8294 33.1647 13.93
-79.791 33.1495 14.57
-79.7526 33.1344 14.82
-79.7143 33.1193 14.96
-79.676 33.1041 13.75
-79.6377 33.0889 12.28
-79.5995 33.0737 12.7
-79.5612 33.0585 12.52
-79.523 33.0432 11.33
-79.4848 33.028 7.74
-82.719 34.2603 4.31
-82.6789 34.2467 4.26
-82.6387 34.2331 3.97
-82.5986 34.2194 4.04
-82.5586 34.2058 4.08
-82.5185 34.1921 3.85
-82.4785 34.1784 4.03
-82.4384 34.1646 4.2
-82.3985 34.1508 4.15
-82.3585 34.1371 4.26
-82.3185 34.1233 4.36
-82.2786 34.1094 4.74
-82.2387 34.0956 4.81
-82.1989 34.0817 5.02
-82.159 34.0678 4.7
-82.1192 34.0539 4.68
-82.0794 34.04 4.71
-82.0396 34.026 5.19
-81.9998 34.0121 5.91
-81.9601 33.9981 6.49
-81.9204 33.984 7.06
-81.8807 33.97 6.84
-81.841 33.956 7.1
-81.8014 33.9419 7.26
-81.7618 33.9278 7.6
-81.7222 33.9137 7.72
-81.6826 33.8995 7.95
-81.6431 33.8853 8.29
-81.6036 33.8712 8.47
-81.5641 33.857 8.32
-81.5246 33.8427 8.55
-81.4851 33.8285 8.82
-81.4457 33.8142 8.93
-81.4063 33.7999 9.02
-81.3669 33.7856 9.14
-81.3276 33.7713 9.61
-81.2882 33.757 9.83
-81.2489 33.7426 8.61
-81.2096 33.7282 8.36
-81.1704 33.7138 9.03
-81.1311 33.6994 9.68
-81.0919 33.6849 9.62
-81.0527 33.6704 10.11
-81.0136 33.6559 9.79
-80.9744 33.6414 9.79
-80.9353 33.6269 9.76
-80.8962 33.6124 9.69
-80.8572 33.5978 10.06
-80.8181 33.5832 10.09
-80.7791 33.5686 10.24
-80.7401 33.5539 9.69
-80.7011 33.5393 9.54
-80.6622 33.5246 9.58
-80.6232 33.5099 10.07
-80.5843 33.4952 9.8
-80.5454 33.4805 9.23
-80.5066 33.4657 9.42
-80.4678 33.451 9.7
-80.4289 33.4362 10.06
-80.3902 33.4213 10.08
-80.3514 33.4065 10.05
-80.3127 33.3917 10.06
-80.274 33.3768 9.99
-80.2353 33.3619 9.37
-80.1966 33.347 9.67
-80.158 33.3321 9.85
-80.1194 33.3171 10.3
-80.0808 33.3021 10.62
-80.0422 33.2871 10.96
-80.0037 33.2721 11.73
-79.9651 33.2571 12.49
-79.9266 33.2421 12.68
-79.8882 33.227 13.43
-79.8497 33.2119 13.22
-79.8113 33.1968 13.44
-79.7729 33.1817 13.45
-79.7345 33.1665 13.04
-79.6962 33.1514 12.28
-79.6579 33.1362 11.59
-79.6196 33.121 10.89
-79.5813 33.1057 10.74
-79.543 33.0905 9.66
-79.5048 33.0752 7.29
-79.4666 33.06 6.85
-79.4284 33.0447 6.97
-79.3903 33.0293 6.7
-82.783 34.3207 5.33
-82.7428 34.3071 5.23
-82.7026 34.2935 4.92
-82.6624 34.2799 4.57
-82.6222 34.2663 4.42
-82.5821 34.2526 4.21
-82.542 34.2389 4.47
-82.5019 34.2252 4.21
-82.4619 34.2115 4.2
-82.4218 34.1977 4.43
-82.3818 34.1839 4.4
-82.3418 34.1701 4.32
-82.3018 34.1563 4.56
-82.2619 34.1425 4.89
-82.222 34.1286 5.41
-82.1821 34.1147 5.74
-82.1422 34.1008 5.04
-82.1024 34.0869 5.38
-82.0625 34.073 5.71
-82.0227 34.059 5.77
-81.983 34.045 6.36
-81.9432 34.031 7.19
-81.9035 34.017 7.21
-81.8638 34.0029 7.34
-81.8241 33.9888 7.53
-81.7844 33.9748 7.55
-81.7448 33.9606 8.06
-81.7052 33.9465 8.07
-81.6656 33.9323 8.42
-81.626 33.9182 8.46
-81.5865 33.904 8.35
-81.5469 33.8898 8.48
-81.5074 33.8755 8.35
-81.468 33.8613 8.25
-81.4285 33.847 8.8
-81.3891 33.8327 9.22
-81.3497 33.8184 9.05
-81.3103 33.804 9.66
-81.271 33.7897 9.99
-81.2316 33.7753 10.13
-81.1923 33.7609 10.11
-81.153 33.7464 10.19
-81.1138 33.732 10.48
-81.0745 33.7175 9.86
-81.0353 33.703 10.09
-80.9961 33.6885 9.41
-80.957 33.674 9.99
-80.9178 33.6595 10.21
-80.8787 33.6449 10.51
-80.8396 33.6303 10.57
-80.8006 33.6157 10.81
-80.7615 33.6011 10.52
-80.7225 33.5864 10.12
-80.6835 33.5718 9.41
-80.6445 33.5571 9.54
-80.6056 33.5424 9.24
-80.5667 33.5276 9.84
-80.5278 33.5129 9.8
-80.4889 33.4981 9.83
-80.45 33.4833 10.21
-80.4112 33.4685 10.25
-80.3724 33.4537 10.3
-80.3336 33.4389 10.34
-80.2949 33.424 9.96
-80.2561 33.4091 9.81
-80.2174 33.3942 9.57
-80.1787 33.3793 9.5
-80.1401 33.3643 10.66
-80.1014 33.3494 11.1
-80.0628 33.3344 11.28
-80.0242 33.3194 11.81
-79.9857 33.3044 11.99
-79.9471 33.2893 12.51
-79.9086 33.2742 13.17
-79.8701 33.2592 13.39
-79.8317 33.2441 13.38
-79.7932 33.2289 12.7
-79.7548 33.2138 12.04
-79.7164 33.1986 12.19
-79.678 33.1835 11.8
-79.6397 33.1683 11.7
-79.6014 33.153 10.95
-79.5631 33.1378 9.6
-79.5248 33.1225 8.64
-79.4866 33.1073 6.63
-79.4483 33.092 5.37
-79.4101 33.0767 4.35
-79.372 33.0613 4.5
-82.8068 34.3675 4.97
-82.7665 34.354 5.31
-82.7263 34.3404 5.49
-82.6861 34.3267 5.39
-82.6459 34.3131 5.78
-82.6057 34.2994 5.52
-82.5655 34.2858 5.38
-82.5254 34.2721 5.36
-82.4853 34.2583 4.98
-82.4452 34.2446 5.13
-82.4052 34.2308 5.1
-82.3651 34.217 4.97
-82.3251 34.2032 4.94
-82.2851 34.1894 4.72
-82.2452 34.1755 5.11
-82.2052 34.1617 5.63
-82.1653 34.1478 6.11
-82.1254 34.1338 6.47
-82.0855 34.1199 5.38
-82.0457 34.1059 5.55
-82.0059 34.092 6.28
-81.9661 34.078 6.48
-81.9263 34.0639 7.2
-81.8865 34.0499 7.58
-81.8468 34.0358 7.82
-81.8071 34.0217 7.67
-81.7674 34.0076 7.49
-81.7277 33.9935 8.42
-81.6881 33.9794 8.24
-81.6485 33.9652 8.11
-81.6089 33.951 8.24
-81.5693 33.9368 8.11
-81.5298 33.9226 8.28
-81.4903 33.9083 8.83
-81.4508 33.894 8.97
-81.4113 33.8797 9.0
-81.3719 33.8654 9.25
-81.3324 33.8511 9.65
-81.293 33.8367 9.74
-81.2537 33.8224 9.82
-81.2143 33.808 10.0
-81.175 33.7935 9.67
-81.1357 33.7791 10.01
-81.0964 33.7646 9.8
-81.0571 33.7502 9.11
-81.0179 33.7357 8.55
-80.9787 33.7211 8.79
-80.9395 33.7066 9.56
-80.9003 33.692 10.15
-80.8612 33.6775 10.52
-80.8221 33.6629 10.2
-80.783 33.6482 10.02
-80.7439 33.6336 9.99
-80.7049 33.6189 9.34
-80.6659 33.6043 9.32
-80.6269 33.5896 10.03
-80.5879 33.5748 9.78
-80.549 33.5601 10.14
-80.51 33.5453 10.05
-80.4711 33.5305 10.25
-80.4323 33.5157 10.61
-80.3934 33.5009 10.44
-80.3546 33.4861 10.31
-80.3158 33.4712 10.18
-80.277 33.4563 10.06
-80.2383 33.4414 10.09
-80.1995 33.4265 10.16
-80.1608 33.4116 10.61
-80.1222 33.3966 11.03
-80.0835 33.3816 11.01
-80.0449 33.3666 10.76
-80.0063 33.3516 11.08
-79.9677 33.3366 11.67
-79.9291 33.3215 11.8
-79.8906 33.3064 12.19
-79.8521 33.2913 11.8
-79.8136 33.2762 11.41
