LONGITUDE LATITUDE PRCP
-79.3974 34.3379 0.05
-79.3582 34.3224 0.05
-79.319 34.3068 0.06
-79.2799 34.2913 0.04
-79.2408 34.2757 0.02
-79.2017 34.2601 0.04
-79.1626 34.2445 0.08
-79.1236 34.2288 0.04
-79.0846 34.2131 0.06
-79.0456 34.1975 0.03
-79.0066 34.1818 0.04
-78.9677 34.166 0.01
-79.9699 34.6009 0.01
-79.9303 34.5857 0.02
-79.8117 34.5399 0.01
-79.7722 34.5245 0.03
-79.7327 34.5092 0.04
-79.6932 34.4938 0.04
-79.6538 34.4785 0.02
-79.6144 34.4631 0.04
-79.5751 34.4476 0.13
-79.5357 34.4322 0.13
-79.4964 34.4168 0.06
-79.4571 34.4013 0.1
-79.4178 34.3858 0.04
-79.3786 34.3703 0.02
-79.3394 34.3547 0.07
-79.3002 34.3392 0.09
-79.261 34.3236 0.05
-79.2219 34.308 0.03
-79.1828 34.2924 0.04
-79.1437 34.2767 0.08
-79.1046 34.2611 0.05
-79.0656 34.2454 0.04
-79.0266 34.2297 0.04
-79.9118 34.6183 0.03
-79.8722 34.603 0.02
-79.7535 34.5571 0.01
-79.7141 34.5417 0.04
-79.6746 34.5263 0.05
-79.6351 34.511 0.02
-79.5957 34.4955 0.04
-79.5563 34.4801 0.09
-79.517 34.4647 0.13
-79.4776 34.4492 0.08
-79.4383 34.4337 0.07
-79.399 34.4182 0.07
-79.3598 34.4026 0.06
-79.3205 34.3871 0.04
-79.2813 34.3715 0.07
-79.2422 34.3559 0.05
-79.203 34.3403 0.04
-79.1639 34.3247 0.02
-79.1248 34.309 0.07
-79.0857 34.2934 0.07
-79.0466 34.2777 0.04
-79.8932 34.6509 0.02
-79.8536 34.6356 0.03
-79.814 34.6203 0.01
-79.7744 34.605 0.02
-79.7349 34.5896 0.02
-79.6954 34.5742 0.04
-79.6559 34.5589 0.06
-79.6164 34.5434 0.05
-79.577 34.528 0.03
-79.5376 34.5126 0.1
-79.4982 34.4971 0.22
-79.4588 34.4816 0.15
-79.4195 34.4661 0.1
-79.3802 34.4506 0.11
-79.3409 34.435 0.05
-79.3017 34.4195 0.04
-79.2624 34.4039 0.06
-79.2232 34.3883 0.14
-79.1841 34.3726 0.04
-79.1449 34.357 0.04
-79.835 34.6682 0.03
-79.7954 34.6529 0.02
-79.7558 34.6375 0.03
-79.7162 34.6221 0.01
-79.6767 34.6068 0.03
-79.6372 34.5914 0.05
-79.5977 34.5759 0.06
-79.5583 34.5605 0.05
-79.5188 34.545 0.09
-79.4794 34.5296 0.2
-79.44 34.514 0.19
-79.4007 34.4985 0.09
-79.3614 34.483 0.08
-79.3221 34.4674 0.05
-79.2828 34.4518 0.06
-79.2435 34.4362 0.05
-79.8164 34.7008 0.04
-79.7767 34.6854 0.06
-79.7371 34.6701 0.05
-79.6975 34.6547 0.04
-79.658 34.6393 0.02
-79.6185 34.6239 0.05
-79.579 34.6084 0.08
-79.5395 34.593 0.1
-79.5 34.5775 0.08
-79.4606 34.562 0.15
-79.4212 34.5465 0.23
-79.3818 34.5309 0.12
-79.3425 34.5154 0.12
-79.7977 34.7334 0.02
-79.7581 34.718 0.04
-79.7184 34.7026 0.07
-79.6788 34.6872 0.11
-79.6392 34.6718 0.04
-79.5997 34.6564 0.04
-79.5602 34.6409 0.08
-79.5207 34.6255 0.1
-79.4812 34.61 0.13
-79.4417 34.5945 0.13
-79.4023 34.5789 0.19
-79.779 34.766 0.01
-79.7394 34.7506 0.03
-79.6997 34.7352 0.1
-79.6601 34.7198 0.06
-79.6205 34.7044 0.05
-79.5809 34.6889 0.08
-79.5414 34.6735 0.08
-79.5018 34.658 0.09
-79.7206 34.7832 0.03
-79.681 34.7678 0.05
-79.6413 34.7524 0.09
-79.6017 34.7369 0.1
-82.7409 34.5006 0
-82.5648 34.9474 0
-82.6912 34.6004 0
-80.3582 32.6289 0
-80.3899 32.4858 0
-80.3725 32.5179 0
-80.4901 32.6408 0
-80.9023 32.9915 0
-80.8135 32.7252 0
-80.2911 32.8364 0
-80.0237 32.7324 0
-80.9382 32.2312 0
-80.5803 32.559 0
-79.0057 34.1016 0
-79.8954 33.4655 0
-80.5041 32.5298 0
-81.2537 34.8026 0
-81.7668 34.8284 0
-81.0576 34.8103 0
-81.6368 34.078 0
-81.9381 34.2239 0
-82.811 34.8353 0
-80.602 33.4628 0
-81.5128 34.8562 0
-81.6186 34.384 0
-81.4518 34.5202 0
-81.9961 34.4783 0
-81.0838 34.2297 0
-80.6357 34.6153 0
-80.5597 34.6659 0
-80.9638 34.8945 0
-80.4119 34.4128 0
-80.208 34.6919 0
-80.0776 34.3251 0
-80.3477 34.27 0
-80.6897 34.5169 0
-82.5586 34.2058 0
-82.4648 34.0186 0
-82.5796 34.4459 0
-82.4019 34.4241 0
-82.5506 34.7865 0
-82.3985 34.1508 0
-82.2503 34.7229 0
-82.2634 34.8837 0
-79.8957 34.7314 0
-81.4567 33.0803 0
-81.3159 33.2613 0
-81.2442 33.6629 0
-81.9601 33.9981 0
-81.6564 33.2302 0
-81.293 33.8367 0
-81.0485 33.9425 0
-81.8014 33.6698 0
-81.5983 33.7914 0
-81.1273 33.9715 0
-80.9955 34.3937 0
-80.3392 34.5435 0
-82.4933 34.8061 0
-79.8404 32.8947 0
-79.8045 32.9589 0
-79.1953 33.8598 0
-81.7203 35.0085 0
-81.7029 35.0416 0
-81.4935 35.1644 0
-81.2909 35.092 0
-78.7331 33.8314 0
-81.2363 33.8551 0
-80.7966 33.5361 0
-80.3242 33.2005 0
-80.6299 33.239 0
-80.4997 33.3067 0
-80.1758 33.2998 0
-80.9612 33.7537 0
-80.6445 33.5571 0
-80.6659 33.6043 0
-80.7888 33.377 0
-80.8437 33.71 0
-80.4278 33.8672 0
-81.5076 34.7757 0
-81.6743 34.9136 0
-80.121 33.9073 0
-80.5738 33.687 0
-82.2738 34.77 0
-80.8051 34.4809 0
-79.6437 33.3271 0
-79.809 33.1174 0
-79.2247 33.3173 0
-79.6314 33.5981 0
-79.2127 33.7478 0
-79.395 33.2675 0
-79.9779 33.655 0
-79.6354 33.7577 0
-79.2513 33.7633 0
-79.8136 33.2762 0
-82.9594 34.5351 0
-81.2566 32.5817 0
-81.3935 32.6708 0
-81.8741 33.347 0
-80.5214 32.4977 0
-80.0946 32.6042 0
-80.9043 32.2955 0
-80.8873 32.3276 0
-80.706 32.8397 0
-80.4476 32.9746 0
-80.5351 32.8135 0
-80.6812 32.7139 0
-80.3325 32.9304 0
-80.5177 32.8457 0
-80.2568 34.4331 0
-82.0778 33.7677 0
-81.5023 34.6953 0
-81.568 34.2095 0
-81.1234 34.2443 0
-81.556 34.3225 0
-81.8766 34.9848 0
-81.2458 34.0148 0
-81.974 34.7052 0
-81.1371 34.4849 0
-81.5266 34.4686 0
-81.9972 34.7524 0
-81.1946 34.4665 0
-80.7187 33.5068 0
-80.7279 34.098 0
-80.9735 34.3463 0
-80.7574 34.3057 0
-80.1712 34.7573 0
-80.7811 34.0001 0
-80.4379 34.1071 0
-80.9236 34.8797 0
-80.7535 34.2255 0
-81.4488 34.1666 0
-80.193 34.2902 0
-82.1505 34.4541 0
-82.6953 34.2136 0
-82.2619 34.1425 0
-82.0917 34.1999 0
-82.7171 34.4537 0
-82.315 34.3163 0
-82.5866 34.5261 0
-82.0764 34.5064 0
-79.8023 34.2187 0
-79.0435 34.0373 0
-81.4796 34.6479 0
-80.277 33.4563 0
-81.3276 33.7713 0
-81.1342 33.0779 0
-81.8856 33.5059 0
-81.3573 33.0052 0
-81.3571 33.6262 0
-81.5395 33.1879 0
-81.4108 33.2573 0
-81.7562 33.848 0
-81.5522 33.9696 0
-81.976 33.693 0
-80.7613 34.3859 0
-80.527 34.8121 0
-82.6151 34.8474 0
-79.9372 32.9719 0
-79.8821 33.6571 0
-82.1717 34.9696 0
-79.0415 33.8773 0
-81.1472 35.0007 0
-81.8652 35.0986 0
-81.1161 35.1475 0
-79.5687 33.3762 0
-78.7913 33.895 0
-79.5821 33.9344 0
-80.8775 33.9968 0
-80.1458 33.5235 0
-80.6056 33.5424 0
-80.1401 33.3643 0
-80.2443 33.6007 0
-80.8382 33.9821 0
-80.7556 33.8729 0
-80.2534 33.84 0
-80.2795 33.027 0
-80.4963 33.2273 0
-80.2143 33.825 0
-80.8125 33.855 0
-81.9448 34.5776 0
-81.3497 33.8184 0
-80.2688 34.2401 0
-80.5667 33.5276 0
-80.4601 33.7224 0
-82.2244 34.4018 0
-82.687 34.9887 0
-82.4665 34.9532 0
-82.0796 35.0554 0
-82.4158 35.0532 0
-82.1781 35.0502 0
-82.1375 35.0362 0
-79.8451 33.0532 0
-79.6558 33.0568 0
-79.5832 33.1851 0
-79.4989 33.6641 0
-79.9601 33.0983 0
-79.7004 33.3102 0
-79.8654 33.1004 0
-79.7955 33.3084 0
-79.6006 33.9021 0
-79.4334 33.2828 0
-82.1184 34.7946 0
-81.3766 32.7032 0
-81.172 32.7434 0
-79.7293 33.6761 0
-81.3718 32.6243 0
-79.2617 33.2533 0
-80.6185 32.5736 0
-80.804 32.9156 0
-80.282 32.5994 0
-80.2468 32.6636 0
-80.1438 32.9354 0
-80.5976 32.5269 0
-80.0034 32.6854 0
-80.4279 32.5005 0
-80.9721 32.167 0
-80.7406 32.7752 0
-83.0884 34.8497 0
-82.5377 33.9661 0
-82.4581 33.9388 0
-82.1527 33.988 0
-81.1379 34.8395 0
-81.4191 34.3125 0
-81.455 34.8749 0
-81.611 34.8518 0
-81.3471 34.0908 0
-81.0573 34.1024 0
-81.4017 34.3454 0
-81.6874 34.2522 0
-81.3618 34.9597 0
-81.128 34.3244 0
-81.4374 34.908 0
-81.225 34.3206 0
-81.9861 34.8661 0
-82.6891 34.7944 0
-80.1572 33.8425 0
-80.6051 33.1127 0
-80.4433 33.3243 0
-80.0918 33.6205 0
-81.7844 33.9748 0
-80.2416 34.5461 0
-80.144 34.5486 0
-80.0945 34.8076 0
-80.682 34.3564 0
-80.6319 34.5349 0
-80.6032 34.7613 0
-80.2203 34.4984 0
-80.9999 34.474 0
-80.3027 34.6089 0
-80.3789 34.5585 0
-80.0322 33.5581 0
-82.0625 34.073 0
-82.5254 34.2721 0
-82.3383 34.3633 0
-82.121 34.3269 0
-82.5912 34.8003 0
-82.7118 34.1804 0
-82.6057 34.2994 0
-82.0424 34.5726 0
-79.8392 34.1539 0
-79.9152 34.1042 0
-79.8279 34.427 0
-79.8771 34.764 0
-81.4508 33.894 0
-81.5668 33.314 0
-81.4887 33.2857 0
-81.9809 33.5011 0
-81.0267 33.1933 0
-81.0526 33.3196 0
-81.6718 33.74 0
-81.2349 33.5037 0
-81.173 33.0923 0
-81.8965 33.3937 0
-79.6377 33.0889 0
-79.8138 33.9462 0
-79.8528 33.9614 0
-81.0486 34.6493 0
-81.5463 35.065 0
-81.4706 35.1169 0
-81.2101 35.0629 0
-81.1115 35.0668 0
-81.7002 33.5948 0
-81.0225 33.114 0
-80.1494 33.0939 0
-80.7286 33.3153 0
-80.7713 33.4094 0
-80.8678 33.0562 0
-80.752 33.0126 0
-80.3805 33.183 0
-80.7125 33.7784 0
-80.5948 33.3038 0
-80.8356 33.5507 0
-80.7517 33.7931 0
-80.4256 33.3566 0
-80.1608 33.4116 0
-81.0999 33.1428 0
-81.9307 33.5995 0
-81.7392 33.8808 0
-80.8693 33.837 0
-78.8313 34.0708 0
-78.7925 34.055 0
-81.9569 34.7383 0
-80.2683 33.7277 0
-82.1203 35.0694 0
-80.6087 33.192 0
-79.6801 33.2629 0
-79.523 33.0432 0
-79.2985 33.1893 0
-79.8 33.4675 0
-79.3184 33.2367 0
-79.7122 33.0399 0
-79.7454 33.5642 0
-79.1342 33.6369 0
-79.791 33.1495 0
-79.0197 33.6699 0
-82.4021 34.8922 0
-81.0354 32.3064 0
-81.4636 32.8895 0
-81.4467 32.922 0
-79.2527 33.8431 0
-82.6724 34.8277 0
-80.2614 32.5525 0
-80.9511 32.1205 0
-80.6666 32.3984 0
-80.0823 32.7943 0
-80.5353 32.3868 0
-80.7427 32.4274 0
-80.7903 32.2523 0
-80.9499 32.8153 0
-80.8862 32.6752 0
-80.7579 32.743 0
-81.4344 34.5532 0
-79.4534 33.3302 0
-82.1674 33.6829 0
-82.395 33.8783 0
-80.3902 33.4213 0
-81.8468 34.0358 0
-81.7616 34.2005 0
-81.3694 34.138 0
-81.3917 34.1852 0
-81.0308 34.6822 0
-81.1247 34.9531 0
-81.2648 34.335 0
-81.2473 34.3679 0
-81.0796 34.5032 0
-81.6403 34.7052 0
-81.7325 34.6203 0
-79.7729 33.1817 0
-81.3967 34.2652 0
-80.7513 34.5793 0
-80.4345 34.027 0
-80.5776 34.1991 0
-80.369 34.3176 0
-80.9118 34.2843 0
-80.2295 34.7397 0
-80.3756 34.4781 0
-80.113 34.7749 0
-80.3509 34.3502 0
-80.0566 34.2774 0
-81.4147 34.8605 0
-82.8861 34.5882 0
-82.6152 34.1863 0
-82.9026 34.5549 0
-82.8217 34.5278 0
-82.9343 34.682 0
-82.1041 34.36 0
-82.0266 34.8802 0
-82.577 34.6396 0
-79.8968 34.1366 0
-79.1413 34.1164 0
-79.3798 33.4586 0
-81.7729 34.3607 0
-80.1637 33.4911 0
-81.5484 33.6178 0
-81.0568 33.0492 0
-81.4497 33.2715 0
-81.6894 33.4358 0
-81.3816 33.4019 0
-81.2427 33.3121 0
-81.9416 33.4871 0
-81.5733 33.1228 0
-81.7052 33.9465 0
-81.4749 33.6691 0
-82.4286 34.2777 0
-80.1044 34.5334 0
-80.8942 32.8332 0
-79.9168 32.9248 0
-82.4322 34.5513 0
-79.7152 33.8681 0
-78.8686 33.9266 0
-80.0449 33.3666 0
-80.141 32.8562 0
-79.5191 33.7117 0
-81.9314 33.8713 0
-81.8182 33.3658 0
-81.3254 33.4202 0
-81.4477 33.5425 0
-81.8803 33.6979 0
-81.1694 33.3628 0
-81.1048 33.5726 0
-81.9204 33.984 0
-81.227 33.6955 0
-81.018 33.3846 0
-80.6594 33.8761 0
-80.0456 33.9571 0
-80.5455 33.051 0
-80.7732 33.0595 0
-80.419 33.1978 0
-80.7771 33.1388 0
-80.2056 33.0766 0
-80.7346 33.0449 0
-80.4895 33.0686 0
-80.461 33.2919 0
-80.4814 33.7697 0
-80.7154 34.6449 0
-81.2302 33.4241 0
-81.0222 33.8154 0
-80.0848 33.9722 0
-81.6431 33.8853 0
-81.1177 33.4605 0
-82.6746 34.6337 0
-81.3103 33.804 0
-82.1094 35.1834 0
-79.2672 33.5716 0
-79.3058 33.5871 0
-79.6357 33.0096 0
-79.2221 33.1585 0
-79.6962 33.1514 0
-79.7818 33.4997 0
-79.2049 33.2699 0
-79.1319 33.4775 0
-79.6375 33.8375 0
-79.863 33.0211 0
-82.7556 34.661 0
-81.1935 32.79 0
-81.3356 32.9586 0
-81.0311 32.9232 0
-81.1845 32.6321 0
-81.3119 32.5636 0
-80.1753 33.81 0
-80.9114 32.8009 0
-80.9967 32.988 0
-80.6466 32.7783 0
-80.5036 32.9571 0
-80.4268 32.9277 0
-80.2765 32.9478 0
-80.7924 32.6785 0
-80.2294 34.225 0
-80.1502 32.587 0
-80.8228 32.5351 0
-81.4763 34.2939 0
-83.072 34.8832 0
-83.2922 34.7226 0
-83.276 34.756 0
-83.1536 34.9101 0
-83.1132 34.7025 0
-81.044 33.5112 0
-82.909 34.8291 0
-80.0547 34.7924 0
-81.8186 34.455 0
-81.6175 34.6579 0
-81.1781 34.8541 0
-81.7035 34.7668 0
-81.3422 34.0108 0
-81.4314 34.1995 0
-81.6132 34.3039 0
-81.8707 34.9042 0
-81.9322 34.1439 0
-81.6294 34.5445 0
-81.4068 34.4256 0
-81.9218 34.5304 0
-81.6973 34.961 0
-80.0648 34.5183 0
-80.2693 34.7548 0
-81.6703 34.2851 0
-81.9689 34.8993 0
-80.4085 34.3325 0
-80.0226 34.4228 0
-80.5851 34.7942 0
-80.5488 34.4248 0
-80.9558 34.3791 0
-80.8531 34.6564 0
-80.2082 34.1775 0
-80.9099 34.9933 0
-80.2987 34.0148 0
-81.0664 34.6164 0
-82.1485 34.1808 0
-82.8186 34.9158 0
-82.5185 34.1921 0
-82.1462 34.6478 0
-82.7037 34.9553 0
-82.7078 34.5671 0
-82.3583 34.6039 0
-82.5393 34.4322 0
-79.7239 34.1882 0
-79.7793 34.0909 0
-80.6734 33.7637 0
-81.7845 33.7026 0
-81.5536 33.6975 0
-81.4578 33.7018 0
-81.3027 33.9964 0
-81.1222 33.5401 0
-81.7567 33.305 0
-81.126 33.269 0
-81.0223 33.4642 0
-81.2634 34.9638 0
-81.8296 33.7964 0
-82.3548 34.7978 0
-80.0328 34.1497 0
-80.6207 34.2941 0
-80.1101 34.6943 0
-80.7373 34.6925 0
-82.7297 34.808 0
-79.5975 32.9944 0
-79.617 33.7899 0
-79.1331 33.5572 0
-79.0813 33.9729 0
-80.4145 33.5481 0
-80.6453 33.9886 0
-80.4491 33.9145 0
-80.7423 33.2035 0
-80.7324 33.3948 0
-80.2473 33.6804 0
-80.0502 33.5258 0
-80.9003 33.692 0
-80.1515 33.6829 0
-80.1166 33.2377 0
-80.3967 33.5806 0
-80.8045 33.6954 0
-80.2925 33.8549 0
-81.2864 33.4059 0
-80.6292 32.8106 0
-80.8782 32.5174 0
-80.4827 32.9102 0
-80.6256 32.7315 0
-80.1792 32.8711 0
-80.6365 32.9688 0
-80.7599 32.3952 0
-80.0769 32.6362 0
-80.1707 32.6339 0
-80.9033 32.6429 0
-80.7401 33.5539 0
-79.9937 34.7293 0
-80.5451 34.7792 0
-79.8544 33.3708 0
-79.6763 33.8528 0
-79.6151 33.7101 0
-79.5357 33.5997 0
-79.1389 33.9563 0
-79.3691 33.8896 0
-79.6498 33.5659 0
-79.8497 33.2119 0
-79.3273 33.7144 0
-79.4483 33.092 0
-79.2446 33.3648 0
-81.0951 32.7148 0
-81.2705 32.8186 0
-81.7231 33.3704 0
-81.9365 33.6791 0
-81.3595 33.978 0
-79.0603 33.8452 0
-79.7498 33.7236 0
-80.5733 32.4014 0
-80.4092 32.9599 0
-80.5735 32.8282 0
-80.9675 32.4351 0
-80.1735 32.7129 0
-80.5805 32.9865 0
-80.1082 32.9997 0
-80.997 32.6394 0
-80.466 32.5151 0
-80.7233 32.8075 0
-83.2677 34.6758 0
-83.3084 34.6891 0
-82.1903 33.7296 0
-82.3387 33.8975 0
-82.1966 33.8093 0
-82.249 33.9827 0
-80.2599 34.5134 0
-79.366 33.7299 0
-81.3075 34.0764 0
-81.968 34.6248 0
-81.5402 34.0824 0
-81.3867 34.1051 0
-81.1493 34.0187 0
-81.8528 34.3889 0
-81.3165 34.8646 0
-80.4266 34.2999 0
-81.1888 34.0331 0
-81.8645 34.5494 0
-80.9682 34.9751 0
-79.7658 33.6116 0
-80.789 34.1601 0
-80.9151 34.7187 0
-80.4481 34.3475 0
-80.2876 34.7221 0
-80.4627 34.2346 0
-80.1382 34.3879 0
-80.6782 34.2762 0
-80.0095 34.6161 0
-80.6424 34.3416 0
-80.793 34.2402 0
-82.1548 34.2608 0
-82.1843 34.3879 0
-82.3106 34.9782 0
-82.5171 34.8532 0
-82.4259 34.9393 0
-82.5241 34.9336 0
-82.6293 34.3463 0
-82.2684 34.2225 0
-79.8624 34.2817 0
-79.0246 34.0694 0
-79.8697 34.5226 0
-79.9329 34.6661 0
-81.3206 33.3407 0
-81.4598 33.4303 0
-81.0397 33.4316 0
-81.5313 33.6506 0
-81.8239 33.7167 0
-81.1387 33.1572 0
-81.2757 33.8694 0
-81.7277 33.9935 0
-81.9642 33.5339 0
-81.1305 33.3485 0
-79.5119 33.393 0
-81.1992 33.2184 0
-79.9144 32.8457 0
-79.8607 32.9419 0
-81.7434 35.0559 0
-81.5639 35.0318 0
-81.3136 35.1397 0
-81.9811 35.0605 0
-78.8286 33.751 0
-78.9641 33.846 0
-78.8097 33.7831 0
-78.9065 33.8624 0
-78.8876 33.8945 0
-78.8306 33.9908 0
-78.6373 33.9116 0
-80.3117 32.8834 0
-80.078 33.2227 0
-80.7225 33.5864 0
-80.7439 33.6336 0
-80.517 33.7047 0
-80.4568 33.6426 0
-80.0375 33.7175 0
-79.4735 33.3777 0
-80.0089 33.4311 0
-80.8276 33.3916 0
-80.3724 33.4537 0
-80.3328 34.3829 0
-81.6121 33.1369 0
-80.8396 33.6303 0
-82.6943 35.0692 0
-82.4327 35.0199 0
-82.4566 35.0671 0
-79.7685 33.023 0
-79.2631 33.3328 0
-79.3413 33.4432 0
-79.4183 33.474 0
-79.4063 33.8252 0
-79.5928 33.5828 0
-79.8274 33.754 0
-79.3474 33.7621 0
-79.0037 33.9416 0
-81.0185 32.3385 0
-81.3477 32.847 0
-81.2969 32.9443 0
-81.2026 32.9482 0
-81.0311 32.5749 0
-81.4249 32.8754 0
-81.1417 32.539 0
-81.2014 32.5998 0
-81.1298 32.9987 0
-81.249 32.7719 0
-80.2504 33.7602 0
-79.3877 33.8574 0
-81.413 32.987 0
-81.0226 32.7651 0
-81.1165 32.7614 0
-81.0911 32.9844 0
-81.7112 33.7541 0
-81.1613 33.5545 0
-81.2412 32.9625 0
-80.9423 32.3099 0
-80.6948 32.6027 0
-80.877 32.8655 0
-80.9334 32.4996 0
-80.5456 32.6233 0
-80.9253 32.342 0
-80.8112 32.2988 0
-80.9925 32.9088 0
-80.7694 32.9803 0
-80.8322 32.3454 0
-79.556 33.6473 0
-82.2438 34.6425 0
-83.0155 34.709 0
-79.2313 33.7156 0
-80.5308 34.4575 0
-80.3971 34.5258 0
-80.2146 32.8068 0
-79.6131 33.6303 0
-81.3249 34.0436 0
