LONGITUDE LATITUDE PRCP
-81.3983 32.7498 6.19
-81.3598 32.7356 6.71
-81.3213 32.7214 7.11
-81.2828 32.7072 7.77
-81.2444 32.693 8.2
-81.2059 32.6787 9.15
-81.1675 32.6644 10.34
-81.1291 32.6501 11.0
-81.0908 32.6358 12.89
-81.0524 32.6215 14.29
-81.0141 32.6072 16.22
-80.9758 32.5928 16.08
-80.9375 32.5784 15.2
-80.8993 32.564 16.58
-80.861 32.5496 15.78
-80.8228 32.5351 15.87
-80.7847 32.5207 15.22
-80.7465 32.5062 14.67
-80.7084 32.4917 15.07
-80.6702 32.4771 14.29
-80.6322 32.4626 13.04
-80.5941 32.448 12.48
-80.556 32.4335 13.95
-80.518 32.4189 15.56
-80.48 32.4042 15.28
-80.442 32.3896 15.52
-81.42 32.7963 5.4
-81.3815 32.7822 5.85
-81.3429 32.768 6.64
-81.3044 32.7538 7.3
-81.2659 32.7396 7.69
-81.2274 32.7253 8.23
-81.189 32.711 9.11
-81.1505 32.6968 9.91
-81.1121 32.6825 10.64
-81.0737 32.6681 12.41
-81.0354 32.6538 13.89
-80.997 32.6394 14.78
-80.9587 32.625 15.41
-80.9204 32.6106 15.69
-80.8822 32.5962 15.25
-80.8439 32.5818 14.49
-80.8057 32.5673 14.86
-80.7675 32.5528 15.12
-80.7293 32.5383 13.85
-80.6911 32.5238 14.14
-80.653 32.5093 13.6
-80.6149 32.4947 12.56
-80.5768 32.4802 12.35
-80.5387 32.4656 13.37
-80.5007 32.4509 15.05
-81.4032 32.8288 5.35
-81.3646 32.8146 5.78
-81.326 32.8004 6.45
-81.2875 32.7862 6.99
-81.249 32.7719 8.02
-81.2105 32.7577 8.28
-81.172 32.7434 9.23
-81.1335 32.7291 10.01
-81.0951 32.7148 10.99
-81.0567 32.7004 12.06
-81.0183 32.6861 13.74
-80.98 32.6717 13.77
-80.9416 32.6573 16.09
-80.9033 32.6429 14.31
-80.865 32.6285 14.42
-80.8267 32.614 13.89
-80.7885 32.5995 13.59
-80.7503 32.585 14.59
-80.7121 32.5705 13.1
-80.6739 32.556 12.85
-80.6357 32.5414 12.41
-80.5976 32.5269 11.99
-80.5595 32.5123 11.35
-80.5214 32.4977 11.77
-80.4834 32.483 14.45
-81.4636 32.8895 4.62
-81.4249 32.8754 5.03
-81.3863 32.8612 5.52
-81.3477 32.847 5.8
-81.3091 32.8328 6.31
-81.2705 32.8186 6.99
-81.232 32.8043 8.11
-81.1935 32.79 8.09
-81.155 32.7757 9.08
-81.1165 32.7614 10.66
-81.0781 32.7471 11.74
-81.0396 32.7328 11.64
-81.0012 32.7184 12.63
-80.9629 32.704 14.39
-80.9245 32.6896 14.25
-80.8862 32.6752 14.33
-80.8479 32.6607 13.93
-80.8096 32.6462 13.29
-80.7713 32.6317 12.46
-80.7331 32.6172 12.74
-80.6948 32.6027 12.67
-80.6566 32.5882 12.9
-80.6185 32.5736 12.81
-80.5803 32.559 11.75
-80.5422 32.5444 11.21
-80.5041 32.5298 11.64
-80.466 32.5151 12.34
-80.4279 32.5005 14.18
-80.3899 32.4858 17.1
-81.4854 32.9361 4.94
-81.4467 32.922 4.65
-81.4081 32.9078 5.03
-81.3694 32.8936 5.59
-81.3308 32.8794 5.9
-81.2922 32.8652 6.41
-81.2536 32.851 6.88
-81.215 32.8367 7.66
-81.1765 32.8224 8.67
-81.138 32.8081 8.87
-81.0995 32.7938 10.15
-81.061 32.7794 10.73
-81.0226 32.7651 11.4
-80.9841 32.7507 13.63
-80.9457 32.7363 13.21
-80.9074 32.7219 12.49
-80.869 32.7074 13.11
-80.8307 32.693 13.15
-80.7924 32.6785 12.89
-80.7541 32.664 12.77
-80.7158 32.6494 12.05
-80.6776 32.6349 12.05
-80.6393 32.6203 12.01
-80.6012 32.6058 12.27
-80.563 32.5912 11.51
-80.5248 32.5765 10.91
-80.4867 32.5619 11.15
-80.4486 32.5472 11.19
-80.4105 32.5326 12.34
-80.3725 32.5179 15.25
-80.3344 32.5032 16.37
-81.4686 32.9686 4.75
-81.4299 32.9545 4.79
-81.3912 32.9403 4.93
-81.3525 32.9261 5.38
-81.3138 32.9119 5.89
-81.2752 32.8976 6.35
-81.2366 32.8834 6.82
-81.198 32.8691 7.83
-81.1595 32.8548 8.81
-81.1209 32.8405 9.7
-81.0824 32.8261 9.4
-81.0439 32.8118 10.59
-81.0055 32.7974 11.11
-80.967 32.783 11.86
-80.9286 32.7686 11.73
-80.8902 32.7541 11.29
-80.8518 32.7397 11.76
-80.8135 32.7252 12.46
-80.7751 32.7107 12.45
-80.7368 32.6962 12.33
-80.6985 32.6817 11.92
-80.6603 32.6671 11.63
-80.622 32.6525 11.41
-80.5838 32.6379 11.69
-80.5456 32.6233 10.99
-80.5075 32.6087 10.49
-80.4693 32.594 10.67
-80.4312 32.5794 11.39
-80.3931 32.5647 12.07
-80.355 32.55 13.79
-80.317 32.5352 14.71
-80.2789 32.5205 14.57
-81.4905 33.0153 4.5
-81.4517 33.0011 4.84
-81.413 32.987 4.84
-81.3743 32.9728 5.08
-81.3356 32.9586 5.37
-81.2969 32.9443 5.81
-81.2582 32.9301 6.2
-81.2196 32.9158 7.04
-81.181 32.9015 7.52
-81.1424 32.8872 8.53
-81.1039 32.8728 9.53
-81.0653 32.8585 9.97
-81.0268 32.8441 10.2
-80.9883 32.8297 10.73
-80.9499 32.8153 11.41
-80.9114 32.8009 11.74
-80.873 32.7864 10.9
-80.8346 32.772 11.46
-80.7962 32.7575 11.32
-80.7579 32.743 11.34
-80.7195 32.7284 11.41
-80.6812 32.7139 11.56
-80.643 32.6993 11.2
-80.6047 32.6847 10.7
-80.5665 32.6701 10.65
-80.5283 32.6555 10.74
-80.4901 32.6408 10.45
-80.4519 32.6262 10.25
-80.4138 32.6115 10.61
-80.3756 32.5968 11.24
-80.3375 32.582 12.51
-80.2995 32.5673 12.95
-80.2614 32.5525 13.26
-81.7457 33.1464 4.3
-81.7068 33.1324 4.2
-81.6679 33.1183 4.4
-81.629 33.1043 4.48
-81.5901 33.0902 4.49
-81.5512 33.0761 4.58
-81.5124 33.062 4.3
-81.4736 33.0478 4.29
-81.4348 33.0336 4.5
-81.396 33.0194 4.79
-81.3573 33.0052 5.24
-81.3186 32.991 5.41
-81.2799 32.9768 5.89
-81.2412 32.9625 6.66
-81.2026 32.9482 7.01
-81.164 32.9339 7.22
-81.1254 32.9196 7.98
-81.0868 32.9052 9.37
-81.0482 32.8909 10.0
-81.0097 32.8765 10.17
-80.9712 32.8621 10.43
-80.9327 32.8476 11.04
-80.8942 32.8332 11.28
-80.8558 32.8187 10.86
-80.8174 32.8042 10.8
-80.779 32.7897 10.91
-80.7406 32.7752 10.82
-80.7023 32.7607 10.84
-80.6639 32.7461 9.77
-80.6256 32.7315 10.25
-80.5873 32.7169 10.89
-80.5491 32.7023 10.37
-80.5109 32.6876 9.86
-80.4727 32.673 10.02
-80.4345 32.6583 9.88
-80.3963 32.6436 10.01
-80.3582 32.6289 10.13
-80.32 32.6141 11.77
-80.282 32.5994 12.44
-80.2439 32.5846 12.46
-80.2058 32.5698 11.97
-81.729 33.179 4.12
-81.69 33.165 4.32
-81.6511 33.1509 4.4
-81.6121 33.1369 4.73
-81.5733 33.1228 4.62
-81.5344 33.1086 4.44
-81.4955 33.0945 4.29
-81.4567 33.0803 4.33
-81.4179 33.0661 4.42
-81.3791 33.0519 4.54
-81.3403 33.0377 5.08
-81.3016 33.0235 5.38
-81.2629 33.0092 6.11
-81.2242 32.9949 6.73
-81.1855 32.9806 6.94
-81.1469 32.9663 7.14
-81.1083 32.952 8.34
-81.0697 32.9376 8.83
-81.0311 32.9232 9.22
-80.9925 32.9088 10.11
-80.954 32.8944 10.64
-80.9155 32.88 10.64
-80.877 32.8655 11.01
-80.8385 32.851 11.29
-80.8001 32.8365 11.17
-80.7617 32.822 10.2
-80.7233 32.8075 10.58
-80.6849 32.7929 10.89
-80.6466 32.7783 10.13
-80.6083 32.7637 9.18
-80.57 32.7491 10.07
-80.5317 32.7345 9.64
-80.4934 32.7198 10.05
-80.4552 32.7051 9.91
-80.417 32.6904 9.29
-80.3788 32.6757 9.34
-80.3407 32.661 9.4
-80.3025 32.6462 10.23
-80.2644 32.6315 11.58
-80.2263 32.6167 12.18
-80.1883 32.6019 12.39
-80.1502 32.587 10.77
-81.8293 33.2537 3.61
-81.7903 33.2397 3.78
-81.7512 33.2257 3.96
-81.7122 33.2117 4.14
-81.6732 33.1976 4.25
-81.6343 33.1835 4.44
-81.5953 33.1694 4.7
-81.5564 33.1553 4.72
-81.5175 33.1412 4.52
-81.4786 33.127 4.24
-81.4398 33.1129 4.11
-81.4009 33.0987 4.11
-81.3621 33.0844 4.49
-81.3234 33.0702 4.66
-81.2846 33.056 5.16
-81.2459 33.0417 5.88
-81.2071 33.0274 6.54
-81.1685 33.0131 6.93
-81.1298 32.9987 7.34
-81.0911 32.9844 7.98
-81.0525 32.97 8.55
-81.0139 32.9556 8.74
-80.9754 32.9412 9.59
-80.9368 32.9267 10.13
-80.8983 32.9123 10.26
-80.8598 32.8978 10.62
-80.8213 32.8833 10.96
-80.7828 32.8688 10.5
-80.7444 32.8543 10.17
-80.706 32.8397 10.36
-80.6676 32.8251 10.64
-80.6292 32.8106 10.32
-80.5909 32.7959 9.73
-80.5526 32.7813 9.17
-80.5143 32.7667 9.53
-80.476 32.752 9.59
-80.4377 32.7373 9.55
-80.3995 32.7226 8.8
-80.3613 32.7079 8.39
-80.3231 32.6931 8.65
-80.285 32.6783 9.36
-80.2468 32.6636 10.58
-80.2087 32.6487 12.35
-80.1707 32.6339 13.26
-80.1326 32.6191 11.33
-80.0946 32.6042 9.25
-81.8126 33.2864 3.48
-81.7735 33.2724 3.76
-81.7344 33.2583 3.94
-81.6954 33.2443 4.16
-81.6564 33.2302 4.31
-81.6174 33.2161 4.53
-81.5784 33.202 4.51
-81.5395 33.1879 4.65
-81.5006 33.1738 4.48
-81.4617 33.1596 4.34
-81.4228 33.1454 4.16
-81.384 33.1312 4.11
-81.3451 33.117 4.37
-81.3063 33.1027 4.43
-81.2676 33.0884 5.06
-81.2288 33.0741 5.49
-81.1901 33.0598 6.43
-81.1514 33.0455 6.86
-81.1127 33.0312 7.46
-81.074 33.0168 8.1
-81.0354 33.0024 8.19
-80.9967 32.988 8.76
-80.9582 32.9735 8.99
-80.9196 32.9591 9.51
-80.881 32.9446 10.42
-80.8425 32.9301 10.4
-80.804 32.9156 10.18
-80.7655 32.9011 9.82
-80.7271 32.8866 10.2
-80.6886 32.872 9.58
-80.6502 32.8574 9.98
-80.6118 32.8428 10.06
-80.5735 32.8282 9.96
-80.5351 32.8135 9.26
-80.4968 32.7989 9.21
-80.4585 32.7842 9.19
-80.4203 32.7695 9.46
-80.382 32.7547 9.48
-80.3438 32.74 8.46
-80.3056 32.7252 8.56
-80.2674 32.7104 9.01
-80.2293 32.6956 9.76
-80.1911 32.6808 12.17
-80.153 32.666 14.06
-80.1149 32.6511 12.74
-80.0769 32.6362 9.31
-80.0388 32.6214 8.56
-80.0008 32.6064 8.25
-81.9133 33.361 2.47
-81.8741 33.347 2.82
-81.8349 33.3331 3.17
-81.7958 33.3191 3.49
-81.7567 33.305 3.88
-81.7176 33.291 3.8
-81.6786 33.2769 4.11
-81.6396 33.2629 4.37
-81.6005 33.2487 4.45
-81.5616 33.2346 4.72
-81.5226 33.2205 4.57
-81.4837 33.2063 4.37
-81.4447 33.1921 4.32
-81.4058 33.1779 4.16
-81.367 33.1637 4.04
-81.3281 33.1495 4.32
-81.2893 33.1352 4.4
-81.2505 33.1209 4.71
-81.2117 33.1066 5.34
-81.173 33.0923 6.25
-81.1342 33.0779 6.69
-81.0955 33.0636 7.3
-81.0568 33.0492 8.17
-81.0182 33.0348 8.61
-80.9795 33.0204 9.28
-80.9409 33.0059 8.9
-80.9023 32.9915 9.08
-80.8638 32.977 10.05
-80.8252 32.9625 9.66
-80.7867 32.9479 9.59
-80.7482 32.9334 9.87
-80.7097 32.9188 9.74
-80.6713 32.9043 9.31
-80.6328 32.8897 9.72
-80.5944 32.875 9.42
-80.556 32.8604 10.34
-80.5177 32.8457 9.85
-80.4793 32.8311 9.12
-80.441 32.8164 8.65
-80.4027 32.8016 8.33
-80.3645 32.7869 8.82
-80.3262 32.7721 8.75
-80.288 32.7574 9.14
-80.2498 32.7426 9.29
-80.2116 32.7277 9.03
-80.1735 32.7129 9.87
-80.1354 32.6981 13.41
-80.0973 32.6832 14.74
-80.0592 32.6683 10.49
-80.0211 32.6534 8.17
-79.9831 32.6384 8.23
-81.8965 33.3937 2.39
-81.8574 33.3798 2.72
-81.8182 33.3658 3.08
-81.779 33.3517 3.35
-81.7399 33.3377 3.73
-81.7008 33.3237 3.92
-81.6617 33.3096 4.53
-81.6227 33.2955 4.34
-81.5837 33.2814 4.43
-81.5447 33.2672 4.71
-81.5057 33.2531 4.67
-81.4667 33.2389 4.48
-81.4278 33.2247 4.38
-81.3889 33.2105 4.14
-81.35 33.1962 4.16
-81.3111 33.182 4.28
-81.2722 33.1677 4.37
-81.2334 33.1534 4.52
-81.1946 33.1391 4.99
-81.1559 33.1247 5.78
-81.1171 33.1104 6.2
-81.0784 33.096 7.24
-81.0397 33.0816 8.02
-81.001 33.0672 8.85
-80.9623 33.0528 9.29
-80.9237 33.0383 9.36
-80.8851 33.0238 9.61
-80.8465 33.0093 10.21
-80.8079 32.9948 9.5
-80.7694 32.9803 9.4
-80.7308 32.9657 9.38
-80.6923 32.9511 9.5
-80.6539 32.9365 9.3
-80.6154 32.9219 9.52
-80.577 32.9073 10.26
-80.5386 32.8926 10.0
-80.5002 32.878 10.21
-80.4619 32.8633 9.65
-80.4235 32.8485 8.84
-80.3852 32.8338 8.26
-80.3469 32.8191 8.49
-80.3087 32.8043 7.99
-80.2704 32.7895 8.0
-80.2322 32.7747 8.29
-80.194 32.7599 8.57
-80.1558 32.745 8.69
-80.1177 32.7301 9.78
-80.0796 32.7152 12.99
-80.0415 32.7003 10.91
-80.0034 32.6854 7.79
-79.9654 32.6705 7.58
-81.8798 33.4265 2.26
-81.8406 33.4125 2.58
-81.8014 33.3985 3.03
-81.7622 33.3844 3.25
-81.7231 33.3704 3.71
-81.684 33.3563 3.86
-81.6449 33.3422 4.13
-81.6058 33.3281 4.52
-81.5668 33.314 4.72
-81.5277 33.2998 4.64
-81.4887 33.2857 4.55
-81.4497 33.2715 4.59
-81.4108 33.2573 4.42
-81.3718 33.243 4.41
-81.3329 33.2288 4.16
-81.294 33.2145 4.2
-81.2552 33.2002 4.54
-81.2163 33.1859 4.4
-81.1775 33.1716 5.01
-81.1387 33.1572 5.42
-81.0999 33.1428 6.02
-81.0612 33.1285 6.56
-81.0225 33.114 7.57
-80.9837 33.0996 8.26
-80.9451 33.0852 9.1
-80.9064 33.0707 9.37
-80.8678 33.0562 9.57
-80.8292 33.0417 9.89
-80.7906 33.0271 9.79
-80.752 33.0126 9.69
-80.7135 32.998 9.37
-80.675 32.9834 9.3
-80.6365 32.9688 9.3
-80.598 32.9542 9.69
-80.5595 32.9395 9.72
-80.5211 32.9249 10.43
-80.4827 32.9102 10.22
-80.4443 32.8955 9.69
-80.406 32.8807 9.15
-80.3677 32.866 9.58
-80.3293 32.8512 8.68
-80.2911 32.8364 8.23
-80.2528 32.8216 7.24
-80.2146 32.8068 7.67
-80.1764 32.792 7.86
-80.1382 32.7771 8.34
-80.1 32.7622 8.6
-80.0619 32.7473 10.02
-80.0237 32.7324 10.49
-79.9856 32.7175 8.39
-79.9476 32.7025 7.84
-79.9095 32.6875 7.36
-81.9809 33.5011 1.94
-81.9416 33.4871 2.01
-81.9023 33.4732 2.13
-81.8631 33.4592 2.26
-81.8238 33.4452 2.54
-81.7846 33.4312 3.04
-81.7454 33.4171 3.32
-81.7063 33.4031 3.57
-81.6671 33.389 3.76
-81.628 33.3749 4.02
-81.5889 33.3608 4.6
-81.5498 33.3466 4.51
-81.5108 33.3325 4.8
-81.4717 33.3183 4.89
-81.4327 33.3041 4.46
-81.3938 33.2898 4.47
-81.3548 33.2756 4.45
-81.3159 33.2613 4.2
-81.277 33.247 4.3
-81.2381 33.2327 4.51
-81.1992 33.2184 4.39
-81.1604 33.2041 4.94
-81.1215 33.1897 5.12
-81.0827 33.1753 5.43
-81.044 33.1609 6.04
-81.0052 33.1465 6.88
-80.9665 33.132 8.31
-80.9278 33.1176 8.65
-80.8891 33.1031 8.8
-80.8505 33.0886 9.34
-80.8118 33.074 9.61
-80.7732 33.0595 9.96
-80.7346 33.0449 10.28
-80.6961 33.0303 9.94
-80.6575 33.0157 9.66
-80.619 33.0011 9.46
-80.5805 32.9865 9.24
-80.5421 32.9718 8.89
-80.5036 32.9571 9.32
-80.4652 32.9424 9.35
-80.4268 32.9277 9.52
-80.3884 32.9129 9.83
-80.3501 32.8982 9.54
-80.3117 32.8834 9.33
-80.2734 32.8686 9.07
-80.2352 32.8538 8.21
-80.1969 32.8389 7.78
-80.1587 32.8241 7.64
-80.1205 32.8092 7.52
-80.0823 32.7943 7.61
-80.0441 32.7794 8.23
-80.006 32.7645 8.3
-79.9679 32.7495 8.12
-79.9298 32.7345 7.97
-79.8917 32.7195 6.77
-82.0429 33.5617 1.65
-82.0035 33.5478 1.8
-81.9642 33.5339 2.0
-81.9249 33.5199 2.07
-81.8856 33.5059 2.04
-81.8463 33.4919 2.21
-81.807 33.4779 2.43
-81.7678 33.4639 3.04
-81.7286 33.4498 3.42
-81.6894 33.4358 3.62
-81.6502 33.4217 4.0
-81.6111 33.4075 4.08
-81.572 33.3934 4.63
-81.5329 33.3792 4.57
-81.4938 33.3651 4.87
-81.4547 33.3509 4.95
-81.4157 33.3367 4.79
-81.3767 33.3224 4.81
-81.3377 33.3082 4.41
-81.2988 33.2939 4.28
-81.2598 33.2796 4.33
-81.2209 33.2653 4.43
-81.182 33.2509 4.69
-81.1432 33.2366 4.88
-81.1043 33.2222 5.3
-81.0655 33.2078 5.43
-81.0267 33.1933 5.67
-80.988 33.1789 6.09
-80.9492 33.1644 7.06
-80.9105 33.15 8.18
-80.8718 33.1355 8.73
-80.8331 33.1209 8.93
-80.7945 33.1064 9.1
-80.7558 33.0918 9.86
-80.7172 33.0773 10.02
-80.6787 33.0627 9.99
-80.6401 33.048 9.72
-80.6016 33.0334 8.95
-80.563 33.0187 9.17
-80.5246 33.0041 9.31
-80.4861 32.9894 9.05
-80.4476 32.9746 9.07
-80.4092 32.9599 9.0
-80.3708 32.9452 9.05
-80.3325 32.9304 9.16
-80.2941 32.9156 9.2
-80.2558 32.9008 9.38
-80.2175 32.8859 8.99
-80.1792 32.8711 8.56
-80.141 32.8562 8.09
-80.1027 32.8413 7.74
-80.0645 32.8264 7.28
-80.0264 32.8115 7.65
-79.9882 32.7965 7.83
-79.9501 32.7815 7.87
-82.184 33.65 1.18
-82.1445 33.6362 1.22
-82.1051 33.6223 1.3
-82.0656 33.6084 1.47
-82.0262 33.5945 1.67
-81.9868 33.5806 1.81
-81.9474 33.5667 2.05
-81.9081 33.5527 2.13
-81.8688 33.5387 2.1
-81.8295 33.5247 2.21
-81.7902 33.5107 2.49
-81.7509 33.4966 2.93
-81.7117 33.4825 3.42
-81.6725 33.4685 3.61
-81.6333 33.4543 3.99
-81.5941 33.4402 4.24
-81.555 33.4261 4.82
-81.5159 33.4119 4.81
-81.4768 33.3977 4.9
-81.4377 33.3835 5.06
-81.3987 33.3693 4.92
-81.3596 33.355 4.95
-81.3206 33.3407 5.07
-81.2817 33.3264 4.63
-81.2427 33.3121 4.28
-81.2038 33.2978 4.42
-81.1649 33.2834 4.49
-81.126 33.269 4.62
-81.0871 33.2547 5.01
-81.0483 33.2402 5.23
-81.0095 33.2258 5.42
-80.9707 33.2113 5.81
-80.9319 33.1969 6.6
-80.8932 33.1824 7.32
-80.8545 33.1679 7.99
-80.8158 33.1533 8.55
-80.7771 33.1388 8.84
-80.7384 33.1242 9.5
-80.6998 33.1096 9.31
-80.6612 33.095 9.47
-80.6226 33.0804 9.74
-80.5841 33.0657 8.79
-80.5455 33.051 9.16
-80.507 33.0363 9.12
-80.4685 33.0216 9.05
-80.4301 33.0069 8.93
-80.3916 32.9921 8.48
-80.3532 32.9774 8.91
-80.3148 32.9626 8.67
-80.2765 32.9478 8.76
-80.2381 32.9329 9.23
-80.1998 32.9181 9.47
-80.1615 32.9032 9.69
-80.1232 32.8883 8.93
-80.085 32.8734 9.39
-80.0468 32.8585 9.12
-80.0086 32.8435 8.39
-79.9704 32.8286 7.59
-79.9322 32.8136 7.54
-79.8941 32.7986 7.61
-79.856 32.7836 6.87
-79.8179 32.7685 6.21
-82.2069 33.6967 1.16
-82.1674 33.6829 1.19
-82.1279 33.6691 1.28
-82.0884 33.6552 1.34
-82.0489 33.6413 1.53
-82.0095 33.6274 1.67
-81.9701 33.6134 1.88
-81.9307 33.5995 2.01
-81.8913 33.5855 2.11
-81.852 33.5715 2.23
-81.8126 33.5575 2.22
-81.7733 33.5434 2.47
-81.7341 33.5293 2.83
-81.6948 33.5153 3.37
-81.6556 33.5012 3.54
-81.6164 33.487 3.78
-81.5772 33.4729 4.07
-81.538 33.4587 4.61
-81.4989 33.4445 4.73
-81.4598 33.4303 4.83
-81.4207 33.4161 5.13
-81.3816 33.4019 5.17
-81.3426 33.3876 5.08
-81.3035 33.3733 4.86
-81.2645 33.359 4.7
-81.2256 33.3447 4.6
-81.1866 33.3303 4.63
-81.1477 33.3159 4.47
-81.1088 33.3016 4.6
-81.0699 33.2871 4.65
-81.031 33.2727 5.11
-80.9922 33.2583 5.27
-80.9534 33.2438 5.66
-80.9146 33.2293 6.1
-80.8758 33.2148 6.57
-80.8371 33.2003 7.61
-80.7984 33.1857 8.4
-80.7597 33.1711 8.92
-80.721 33.1566 8.93
-80.6824 33.142 8.47
-80.6437 33.1273 9.06
-80.6051 33.1127 9.22
-80.5666 33.098 9.34
-80.528 33.0833 8.58
-80.4895 33.0686 8.65
-80.451 33.0539 8.64
-80.4125 33.0391 8.73
-80.374 33.0244 8.59
-80.3356 33.0096 8.74
-80.2972 32.9948 8.43
-80.2588 32.98 8.27
-80.2204 32.9651 8.26
-80.1821 32.9502 8.41
-80.1438 32.9354 9.02
